sigtime,inti,type,signals
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:00:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,22,signals,84
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,1,signals,34
2024-04-10 10:05:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,1,signals,2
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,1,signals,2
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,22,signals,80
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,1,signals,2
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,11,signals,30
2024-04-10 10:10:00,0,signals,0
2024-04-10 10:10:00,0,signals,0
